ip_country,ip_city,ip_lat,ip_lon,ip_timezone,local_time,user_country,user_city,amount,transaction_frequency,account_age_days,device_type,payment_method,label
India,Mumbai,19.076,72.8777,Asia/Kolkata,2024-11-11 15:37:58,United Kingdom,London,7949.54,153,22,web,google_pay,1
Germany,Berlin,52.52,13.405,Europe/Berlin,2024-06-28 11:07:58,Germany,Berlin,117.58,20,1940,mobile,apple_pay,0
United Kingdom,London,51.5074,-0.1278,Europe/London,2025-01-06 10:07:58,United Kingdom,London,974.64,23,2860,web,google_pay,0
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2025-01-04 07:07:58,India,Mumbai,2565.51,183,58,mobile,voucher,1
India,Mumbai,19.076,72.8777,Asia/Kolkata,2024-08-10 15:37:58,India,Mumbai,214.01,28,952,web,paypal,0
United States,New York,40.7128,-74.006,America/New_York,2024-07-25 06:07:58,United States,New York,707.88,23,1843,web,voucher,0
India,Mumbai,19.076,72.8777,Asia/Kolkata,2025-03-03 15:37:58,India,Mumbai,4709.0,11,758,web,google_pay,0
United Kingdom,London,51.5074,-0.1278,Europe/London,2024-10-17 10:07:58,United Kingdom,London,4398.66,26,1640,mobile,google_pay,0
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2024-09-22 07:07:58,Brazil,São Paulo,3219.3,27,1379,mobile,credit_card,0
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2024-07-08 19:07:58,Japan,Tokyo,4263.95,24,2542,web,paypal,0
Germany,Berlin,52.52,13.405,Europe/Berlin,2024-08-14 11:07:58,Germany,Berlin,1764.93,6,2343,web,voucher,0
Australia,Sydney,-33.8688,151.2093,Australia/Sydney,2024-06-25 21:07:58,United Kingdom,London,3488.44,135,35,web,google_pay,1
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2024-09-09 12:07:58,Canada,Toronto,8234.69,153,44,web,voucher,1
India,Mumbai,19.076,72.8777,Asia/Kolkata,2024-09-20 15:37:58,India,Mumbai,2631.2,22,4921,mobile,google_pay,0
Australia,Sydney,-33.8688,151.2093,Australia/Sydney,2024-10-31 21:07:58,Australia,Sydney,529.09,11,3072,mobile,credit_card,0
Canada,Toronto,43.6511,-79.3832,America/Toronto,2024-09-28 06:07:58,Germany,Berlin,8849.99,188,147,mobile,google_pay,1
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2024-07-24 19:07:58,Japan,Tokyo,6300.99,135,177,web,voucher,1
Germany,Berlin,52.52,13.405,Europe/Berlin,2024-06-21 11:07:58,Germany,Berlin,399.07,21,3115,web,voucher,0
India,Mumbai,19.076,72.8777,Asia/Kolkata,2025-01-30 15:37:58,India,Mumbai,4212.16,10,2079,web,voucher,0
Australia,Sydney,-33.8688,151.2093,Australia/Sydney,2024-09-27 21:07:58,Australia,Sydney,4362.67,3,36,web,apple_pay,0
France,Paris,48.8566,2.3522,Europe/Paris,2024-11-11 11:07:58,France,Paris,2761.49,13,805,web,paypal,0
Australia,Sydney,-33.8688,151.2093,Australia/Sydney,2024-11-25 21:07:58,Australia,Sydney,4183.01,17,1409,web,google_pay,0
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2024-11-18 19:07:58,Japan,Tokyo,4171.31,15,1242,mobile,paypal,0
France,Paris,48.8566,2.3522,Europe/Paris,2025-02-02 11:07:58,France,Paris,3527.43,27,293,mobile,paypal,0
India,Mumbai,19.076,72.8777,Asia/Kolkata,2025-02-03 15:37:58,India,Mumbai,2696.27,26,2361,web,credit_card,0
Australia,Sydney,-33.8688,151.2093,Australia/Sydney,2024-04-28 21:07:58,Australia,Sydney,4577.38,27,52,web,credit_card,0
France,Paris,48.8566,2.3522,Europe/Paris,2024-07-11 11:07:58,France,Paris,1965.27,18,3460,mobile,google_pay,0
France,Paris,48.8566,2.3522,Europe/Paris,2024-11-29 11:07:58,France,Paris,4187.16,16,878,mobile,voucher,0
France,Paris,48.8566,2.3522,Europe/Paris,2024-11-07 11:07:58,France,Paris,3955.01,5,3687,web,apple_pay,0
United Kingdom,London,51.5074,-0.1278,Europe/London,2024-04-13 10:07:58,United Kingdom,London,4455.32,20,2778,mobile,apple_pay,0
France,Paris,48.8566,2.3522,Europe/Paris,2024-09-20 11:07:58,France,Paris,536.18,29,3873,web,apple_pay,0
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2024-06-15 12:07:58,United States,New York,8435.82,195,73,mobile,apple_pay,1
India,Mumbai,19.076,72.8777,Asia/Kolkata,2024-10-22 15:37:58,India,Mumbai,848.96,10,967,mobile,credit_card,0
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2024-12-04 07:07:58,Brazil,São Paulo,1494.66,29,3299,mobile,credit_card,0
India,Mumbai,19.076,72.8777,Asia/Kolkata,2025-03-04 15:37:58,India,Mumbai,4596.59,30,2744,web,voucher,0
Australia,Sydney,-33.8688,151.2093,Australia/Sydney,2024-04-23 21:07:58,United Kingdom,London,6947.47,184,21,web,google_pay,1
France,Paris,48.8566,2.3522,Europe/Paris,2024-05-15 11:07:58,France,Paris,4723.74,14,756,mobile,google_pay,0
India,Mumbai,19.076,72.8777,Asia/Kolkata,2024-05-28 15:37:58,India,Mumbai,4231.26,1,775,web,voucher,0
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2024-08-21 07:07:58,Brazil,São Paulo,1765.2,10,1019,web,credit_card,0
India,Mumbai,19.076,72.8777,Asia/Kolkata,2025-03-05 15:37:58,India,Mumbai,88.15,23,725,mobile,voucher,0
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2024-06-18 07:07:58,Brazil,São Paulo,4536.65,13,1375,web,credit_card,0
United States,New York,40.7128,-74.006,America/New_York,2025-03-05 06:07:58,United States,New York,3341.8,26,1677,web,voucher,0
United States,New York,40.7128,-74.006,America/New_York,2024-11-19 06:07:58,United States,New York,3432.85,23,2292,web,google_pay,0
India,Mumbai,19.076,72.8777,Asia/Kolkata,2024-04-13 15:37:58,India,Mumbai,2282.46,28,2181,web,paypal,0
Canada,Toronto,43.6511,-79.3832,America/Toronto,2024-03-16 06:07:58,Canada,Toronto,5899.81,163,172,web,paypal,1
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2024-05-02 07:07:58,Brazil,São Paulo,149.37,22,4442,web,paypal,0
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2024-05-16 19:07:58,United States,New York,6396.95,57,99,mobile,paypal,1
Germany,Berlin,52.52,13.405,Europe/Berlin,2025-01-31 11:07:58,Germany,Berlin,1225.57,1,2411,web,paypal,0
Germany,Berlin,52.52,13.405,Europe/Berlin,2024-06-12 11:07:58,Germany,Berlin,1040.68,24,4696,web,apple_pay,0
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2024-09-10 19:07:58,Japan,Tokyo,4791.28,15,2545,web,google_pay,0
Canada,Toronto,43.6511,-79.3832,America/Toronto,2024-04-01 06:07:58,Canada,Toronto,4417.67,13,312,web,paypal,0
France,Paris,48.8566,2.3522,Europe/Paris,2024-11-07 11:07:58,France,Paris,576.93,4,311,mobile,credit_card,0
India,Mumbai,19.076,72.8777,Asia/Kolkata,2024-09-30 15:37:58,United Kingdom,London,9221.4,63,75,mobile,credit_card,1
France,Paris,48.8566,2.3522,Europe/Paris,2024-12-08 11:07:58,France,Paris,1070.38,27,4571,mobile,google_pay,0
France,Paris,48.8566,2.3522,Europe/Paris,2024-06-24 11:07:58,France,Paris,4415.79,12,4757,mobile,paypal,0
India,Mumbai,19.076,72.8777,Asia/Kolkata,2024-08-11 15:37:58,India,Mumbai,3913.63,27,4287,web,credit_card,0
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2024-11-08 07:07:58,Brazil,São Paulo,4958.85,3,1764,web,credit_card,0
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2024-03-19 19:07:58,Japan,Tokyo,4248.46,14,1831,web,google_pay,0
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2025-02-26 07:07:58,Brazil,São Paulo,1675.93,22,426,web,google_pay,0
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2025-02-13 19:07:58,Japan,Tokyo,1206.15,28,2762,web,paypal,0
India,Mumbai,19.076,72.8777,Asia/Kolkata,2024-07-04 15:37:58,India,Mumbai,3924.47,5,3555,web,voucher,0
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2025-02-01 07:07:58,Brazil,São Paulo,4075.71,28,3411,web,voucher,0
United States,New York,40.7128,-74.006,America/New_York,2024-09-13 06:07:58,United States,New York,2312.71,28,2607,mobile,apple_pay,0
France,Paris,48.8566,2.3522,Europe/Paris,2024-10-08 11:07:58,France,Paris,4683.02,13,3899,web,paypal,0
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2024-11-17 19:07:58,Japan,Tokyo,4410.89,11,2496,web,google_pay,0
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2024-03-14 07:07:58,Brazil,São Paulo,8581.25,89,92,web,credit_card,1
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2025-02-12 19:07:58,Japan,Tokyo,2267.14,14,2415,web,google_pay,0
Canada,Toronto,43.6511,-79.3832,America/Toronto,2024-10-07 06:07:58,Canada,Toronto,2358.18,5,4942,web,google_pay,0
Canada,Toronto,43.6511,-79.3832,America/Toronto,2024-06-19 06:07:58,Australia,Sydney,6340.46,93,29,mobile,credit_card,1
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2024-06-29 12:07:58,South Africa,Johannesburg,2736.94,7,4973,web,apple_pay,0
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2024-05-14 07:07:58,Brazil,São Paulo,3224.85,29,4335,web,google_pay,0
United States,New York,40.7128,-74.006,America/New_York,2024-05-02 06:07:58,United States,New York,4963.07,6,1962,web,google_pay,0
United States,New York,40.7128,-74.006,America/New_York,2024-08-12 06:07:58,United States,New York,705.99,10,2120,mobile,google_pay,0
Canada,Toronto,43.6511,-79.3832,America/Toronto,2024-04-05 06:07:58,Canada,Toronto,3922.38,14,3121,web,google_pay,0
Canada,Toronto,43.6511,-79.3832,America/Toronto,2024-08-09 06:07:58,India,Mumbai,3157.26,193,62,mobile,google_pay,1
Germany,Berlin,52.52,13.405,Europe/Berlin,2024-03-20 11:07:58,Germany,Berlin,2535.63,25,659,web,apple_pay,0
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2025-01-15 07:07:58,Brazil,São Paulo,593.52,11,4828,web,apple_pay,0
France,Paris,48.8566,2.3522,Europe/Paris,2024-07-08 11:07:58,France,Paris,1024.1,82,95,web,paypal,1
United Kingdom,London,51.5074,-0.1278,Europe/London,2024-09-07 10:07:58,United Kingdom,London,4344.2,13,2950,mobile,apple_pay,0
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2024-05-20 19:07:58,Japan,Tokyo,4055.97,16,2680,web,apple_pay,0
India,Mumbai,19.076,72.8777,Asia/Kolkata,2025-01-10 15:37:58,India,Mumbai,3528.59,25,3347,mobile,voucher,0
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2024-12-30 07:07:58,France,Paris,9313.58,98,28,web,apple_pay,1
United Kingdom,London,51.5074,-0.1278,Europe/London,2024-10-06 10:07:58,United Kingdom,London,1926.86,11,4320,web,google_pay,0
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2024-05-18 12:07:58,Germany,Berlin,2783.55,120,80,mobile,paypal,1
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2025-01-20 07:07:58,South Africa,Johannesburg,1513.02,105,87,mobile,paypal,1
United Kingdom,London,51.5074,-0.1278,Europe/London,2024-12-10 10:07:58,Germany,Berlin,4028.47,104,123,mobile,apple_pay,1
Australia,Sydney,-33.8688,151.2093,Australia/Sydney,2025-02-01 21:07:58,Australia,Sydney,3292.17,3,4037,web,google_pay,0
Australia,Sydney,-33.8688,151.2093,Australia/Sydney,2024-12-19 21:07:58,Australia,Sydney,7080.85,175,24,mobile,paypal,1
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2024-03-22 19:07:58,Japan,Tokyo,103.85,29,2739,web,voucher,0
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2024-04-27 19:07:58,Brazil,São Paulo,2259.55,157,169,mobile,voucher,1
Australia,Sydney,-33.8688,151.2093,Australia/Sydney,2024-11-18 21:07:58,United Kingdom,London,4796.14,102,156,web,apple_pay,1
France,Paris,48.8566,2.3522,Europe/Paris,2025-02-27 11:07:58,France,Paris,2462.6,9,3859,web,credit_card,0
India,Mumbai,19.076,72.8777,Asia/Kolkata,2024-10-01 15:37:58,India,Mumbai,194.82,5,3714,web,google_pay,0
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2024-04-08 12:07:58,South Africa,Johannesburg,2017.75,9,1022,web,voucher,0
India,Mumbai,19.076,72.8777,Asia/Kolkata,2025-02-09 15:37:58,India,Mumbai,973.19,26,312,mobile,apple_pay,0
Germany,Berlin,52.52,13.405,Europe/Berlin,2024-05-13 11:07:58,Germany,Berlin,1915.85,12,2133,web,paypal,0
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2024-08-18 19:07:58,United States,New York,5720.91,170,99,web,google_pay,1
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2024-11-06 12:07:58,South Africa,Johannesburg,4453.85,28,4322,web,credit_card,0
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2024-06-25 07:07:58,Brazil,São Paulo,484.5,1,4876,web,voucher,0
Germany,Berlin,52.52,13.405,Europe/Berlin,2025-03-09 11:07:58,United Kingdom,London,6360.95,144,51,web,apple_pay,1
India,Mumbai,19.076,72.8777,Asia/Kolkata,2024-12-03 15:37:58,Canada,Toronto,2479.42,75,52,web,voucher,1
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2025-01-12 19:07:58,Japan,Tokyo,3638.26,3,2193,mobile,credit_card,0
Australia,Sydney,-33.8688,151.2093,Australia/Sydney,2024-10-28 21:07:58,Australia,Sydney,2967.97,15,418,web,voucher,0
United States,New York,40.7128,-74.006,America/New_York,2024-07-04 06:07:58,United States,New York,2596.32,12,424,web,credit_card,0
Australia,Sydney,-33.8688,151.2093,Australia/Sydney,2024-09-19 21:07:58,Australia,Sydney,2989.13,3,3239,web,voucher,0
France,Paris,48.8566,2.3522,Europe/Paris,2024-08-27 11:07:58,France,Paris,2528.93,27,3701,web,paypal,0
France,Paris,48.8566,2.3522,Europe/Paris,2024-04-20 11:07:58,France,Paris,2052.71,27,1534,mobile,google_pay,0
France,Paris,48.8566,2.3522,Europe/Paris,2024-05-15 11:07:58,France,Paris,1569.65,99,94,web,paypal,1
India,Mumbai,19.076,72.8777,Asia/Kolkata,2024-06-16 15:37:58,India,Mumbai,3901.31,8,716,mobile,apple_pay,0
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2024-09-03 12:07:58,Germany,Berlin,3471.34,87,178,web,credit_card,1
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2024-04-08 19:07:58,Japan,Tokyo,2833.98,30,174,mobile,voucher,0
Germany,Berlin,52.52,13.405,Europe/Berlin,2024-07-05 11:07:58,Germany,Berlin,1007.12,16,2797,web,paypal,0
Germany,Berlin,52.52,13.405,Europe/Berlin,2024-07-20 11:07:58,Germany,Berlin,4557.73,10,564,mobile,voucher,0
Australia,Sydney,-33.8688,151.2093,Australia/Sydney,2024-08-04 21:07:58,Australia,Sydney,1959.12,14,3749,mobile,apple_pay,0
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2024-10-23 19:07:58,Japan,Tokyo,1080.51,8,712,mobile,google_pay,0
India,Mumbai,19.076,72.8777,Asia/Kolkata,2024-06-11 15:37:58,India,Mumbai,4047.39,11,3597,mobile,google_pay,0
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2024-09-11 12:07:58,South Africa,Johannesburg,810.38,25,3725,web,google_pay,0
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2024-05-29 19:07:58,Australia,Sydney,1767.21,75,171,web,apple_pay,1
Canada,Toronto,43.6511,-79.3832,America/Toronto,2024-03-29 06:07:58,Canada,Toronto,241.94,21,2161,mobile,voucher,0
Canada,Toronto,43.6511,-79.3832,America/Toronto,2024-12-24 06:07:58,Canada,Toronto,3663.89,10,2123,mobile,voucher,0
Germany,Berlin,52.52,13.405,Europe/Berlin,2024-10-30 11:07:58,Germany,Berlin,1389.8,22,2098,mobile,credit_card,0
Australia,Sydney,-33.8688,151.2093,Australia/Sydney,2024-05-02 21:07:58,Australia,Sydney,3936.8,25,3621,mobile,google_pay,0
Germany,Berlin,52.52,13.405,Europe/Berlin,2024-06-18 11:07:58,Germany,Berlin,4984.04,17,3573,web,apple_pay,0
India,Mumbai,19.076,72.8777,Asia/Kolkata,2024-04-15 15:37:58,India,Mumbai,2041.39,15,3741,mobile,paypal,0
United States,New York,40.7128,-74.006,America/New_York,2024-12-08 06:07:58,United Kingdom,London,8198.14,118,121,web,voucher,1
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2024-08-22 12:07:58,South Africa,Johannesburg,3953.97,30,3765,web,paypal,0
Germany,Berlin,52.52,13.405,Europe/Berlin,2025-03-01 11:07:58,Germany,Berlin,2879.69,21,546,mobile,voucher,0
Germany,Berlin,52.52,13.405,Europe/Berlin,2024-12-15 11:07:58,Germany,Berlin,1032.93,8,3426,mobile,paypal,0
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2024-04-29 07:07:58,Japan,Tokyo,6444.57,124,31,mobile,google_pay,1
United Kingdom,London,51.5074,-0.1278,Europe/London,2024-06-20 10:07:58,Germany,Berlin,3100.18,124,80,mobile,apple_pay,1
United States,New York,40.7128,-74.006,America/New_York,2024-04-28 06:07:58,United States,New York,1800.56,1,1580,mobile,google_pay,0
United Kingdom,London,51.5074,-0.1278,Europe/London,2024-04-02 10:07:58,Australia,Sydney,4420.34,94,8,web,paypal,1
India,Mumbai,19.076,72.8777,Asia/Kolkata,2024-08-22 15:37:58,India,Mumbai,2392.09,7,45,web,credit_card,0
Australia,Sydney,-33.8688,151.2093,Australia/Sydney,2024-07-11 21:07:58,South Africa,Johannesburg,5033.71,181,105,mobile,voucher,1
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2024-12-27 19:07:58,Japan,Tokyo,3317.1,71,52,web,paypal,1
Canada,Toronto,43.6511,-79.3832,America/Toronto,2025-01-25 06:07:58,India,Mumbai,8188.83,105,133,web,google_pay,1
Germany,Berlin,52.52,13.405,Europe/Berlin,2025-03-07 11:07:58,Germany,Berlin,2158.92,27,2900,mobile,apple_pay,0
France,Paris,48.8566,2.3522,Europe/Paris,2024-09-30 11:07:58,France,Paris,3160.58,17,2313,mobile,apple_pay,0
United Kingdom,London,51.5074,-0.1278,Europe/London,2024-06-25 10:07:58,United Kingdom,London,4998.99,30,3031,mobile,apple_pay,0
United States,New York,40.7128,-74.006,America/New_York,2024-05-05 06:07:58,United States,New York,3526.13,11,4996,mobile,apple_pay,0
Germany,Berlin,52.52,13.405,Europe/Berlin,2025-01-22 11:07:58,Germany,Berlin,496.67,19,1958,web,credit_card,0
United States,New York,40.7128,-74.006,America/New_York,2024-06-25 06:07:58,United States,New York,2835.64,14,355,mobile,paypal,0
Canada,Toronto,43.6511,-79.3832,America/Toronto,2024-12-23 06:07:58,Canada,Toronto,2843.27,13,2559,web,credit_card,0
Australia,Sydney,-33.8688,151.2093,Australia/Sydney,2024-11-10 21:07:58,Australia,Sydney,595.55,21,824,mobile,apple_pay,0
United Kingdom,London,51.5074,-0.1278,Europe/London,2024-08-20 10:07:58,United Kingdom,London,1441.68,4,2837,web,paypal,0
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2024-12-09 19:07:58,Japan,Tokyo,606.44,18,271,web,paypal,0
Australia,Sydney,-33.8688,151.2093,Australia/Sydney,2024-05-27 21:07:58,Australia,Sydney,991.52,3,4033,mobile,credit_card,0
United Kingdom,London,51.5074,-0.1278,Europe/London,2025-02-06 10:07:58,United Kingdom,London,138.0,5,631,web,paypal,0
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2025-01-12 12:07:58,South Africa,Johannesburg,2551.79,21,378,mobile,google_pay,0
France,Paris,48.8566,2.3522,Europe/Paris,2025-02-07 11:07:58,France,Paris,4024.91,3,1615,mobile,credit_card,0
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2024-09-10 07:07:58,France,Paris,6405.06,92,135,web,apple_pay,1
India,Mumbai,19.076,72.8777,Asia/Kolkata,2024-04-22 15:37:58,India,Mumbai,593.13,11,420,web,google_pay,0
United States,New York,40.7128,-74.006,America/New_York,2024-07-11 06:07:58,United States,New York,1948.19,5,1020,web,credit_card,0
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2024-11-01 19:07:58,Japan,Tokyo,665.96,6,4418,mobile,paypal,0
United States,New York,40.7128,-74.006,America/New_York,2025-02-07 06:07:58,United States,New York,3606.09,3,3658,mobile,google_pay,0
India,Mumbai,19.076,72.8777,Asia/Kolkata,2024-11-20 15:37:58,India,Mumbai,3606.44,12,4914,web,credit_card,0
India,Mumbai,19.076,72.8777,Asia/Kolkata,2024-10-06 15:37:58,India,Mumbai,4745.88,3,922,mobile,paypal,0
Australia,Sydney,-33.8688,151.2093,Australia/Sydney,2025-01-20 21:07:58,Australia,Sydney,734.46,14,1007,web,google_pay,0
United States,New York,40.7128,-74.006,America/New_York,2024-07-29 06:07:58,India,Mumbai,6431.64,165,10,mobile,credit_card,1
United States,New York,40.7128,-74.006,America/New_York,2024-11-03 06:07:58,United States,New York,4301.9,18,4999,web,voucher,0
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2024-09-06 07:07:58,Brazil,São Paulo,2648.66,21,4938,web,voucher,0
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2024-04-27 19:07:58,India,Mumbai,4482.18,172,147,mobile,apple_pay,1
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2024-05-26 12:07:58,South Africa,Johannesburg,1126.18,19,2001,mobile,credit_card,0
Germany,Berlin,52.52,13.405,Europe/Berlin,2024-11-30 11:07:58,Germany,Berlin,2438.83,10,1396,mobile,voucher,0
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2025-01-11 19:07:58,Japan,Tokyo,2063.23,22,668,web,apple_pay,0
Canada,Toronto,43.6511,-79.3832,America/Toronto,2024-09-19 06:07:58,Canada,Toronto,1594.37,15,4780,mobile,credit_card,0
Canada,Toronto,43.6511,-79.3832,America/Toronto,2024-10-14 06:07:58,Canada,Toronto,3702.34,1,3331,web,apple_pay,0
Germany,Berlin,52.52,13.405,Europe/Berlin,2024-06-15 11:07:58,United Kingdom,London,8148.13,128,135,mobile,apple_pay,1
United Kingdom,London,51.5074,-0.1278,Europe/London,2024-08-27 10:07:58,United Kingdom,London,2238.24,16,2343,web,paypal,0
Australia,Sydney,-33.8688,151.2093,Australia/Sydney,2024-05-30 21:07:58,Australia,Sydney,7693.2,55,133,mobile,apple_pay,1
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2024-10-28 19:07:58,United Kingdom,London,6088.36,88,169,mobile,paypal,1
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2024-03-27 12:07:58,France,Paris,5216.03,99,45,mobile,apple_pay,1
India,Mumbai,19.076,72.8777,Asia/Kolkata,2024-03-19 15:37:58,India,Mumbai,46.89,9,1014,web,credit_card,0
India,Mumbai,19.076,72.8777,Asia/Kolkata,2024-10-04 15:37:58,India,Mumbai,2860.14,10,300,web,google_pay,0
United States,New York,40.7128,-74.006,America/New_York,2025-01-09 06:07:58,United States,New York,2614.12,2,4820,web,voucher,0
United States,New York,40.7128,-74.006,America/New_York,2024-10-13 06:07:58,United States,New York,2376.96,22,1350,mobile,paypal,0
Australia,Sydney,-33.8688,151.2093,Australia/Sydney,2025-02-27 21:07:58,Australia,Sydney,2317.63,10,2961,mobile,google_pay,0
United States,New York,40.7128,-74.006,America/New_York,2024-04-16 06:07:58,United States,New York,2759.5,6,511,mobile,voucher,0
Canada,Toronto,43.6511,-79.3832,America/Toronto,2024-07-06 06:07:58,Canada,Toronto,4634.49,15,4012,web,voucher,0
India,Mumbai,19.076,72.8777,Asia/Kolkata,2025-01-01 15:37:58,India,Mumbai,1156.98,19,933,mobile,voucher,0
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2024-08-03 12:07:58,South Africa,Johannesburg,301.2,29,2089,mobile,paypal,0
Australia,Sydney,-33.8688,151.2093,Australia/Sydney,2024-05-08 21:07:58,Australia,Sydney,4291.43,24,4407,mobile,apple_pay,0
United Kingdom,London,51.5074,-0.1278,Europe/London,2024-06-25 10:07:58,United Kingdom,London,121.58,1,2104,mobile,voucher,0
Germany,Berlin,52.52,13.405,Europe/Berlin,2025-02-20 11:07:58,Germany,Berlin,231.43,25,1527,mobile,voucher,0
India,Mumbai,19.076,72.8777,Asia/Kolkata,2024-11-19 15:37:58,India,Mumbai,4077.61,21,2334,web,credit_card,0
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2024-11-18 19:07:58,Japan,Tokyo,3416.17,6,3926,mobile,google_pay,0
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2024-04-09 12:07:58,South Africa,Johannesburg,1493.57,14,1014,mobile,paypal,0
France,Paris,48.8566,2.3522,Europe/Paris,2024-10-03 11:07:58,France,Paris,431.66,9,1188,web,apple_pay,0
France,Paris,48.8566,2.3522,Europe/Paris,2024-07-05 11:07:58,France,Paris,1663.26,23,2689,mobile,google_pay,0
India,Mumbai,19.076,72.8777,Asia/Kolkata,2024-10-12 15:37:58,India,Mumbai,1017.19,16,4285,web,google_pay,0
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2024-06-11 19:07:58,Canada,Toronto,6378.36,71,35,web,credit_card,1
Australia,Sydney,-33.8688,151.2093,Australia/Sydney,2024-03-23 21:07:58,Australia,Sydney,3235.22,20,2246,web,apple_pay,0
Brazil,São Paulo,-23.5505,-46.6333,America/Sao_Paulo,2024-04-28 07:07:58,Brazil,São Paulo,818.3,8,2851,web,google_pay,0
Germany,Berlin,52.52,13.405,Europe/Berlin,2024-03-19 11:07:58,Japan,Tokyo,8152.06,115,170,web,credit_card,1
Germany,Berlin,52.52,13.405,Europe/Berlin,2024-09-27 11:07:58,Germany,Berlin,9227.17,58,60,mobile,voucher,1
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2024-12-17 12:07:58,South Africa,Johannesburg,2978.47,9,529,web,voucher,0
India,Mumbai,19.076,72.8777,Asia/Kolkata,2024-08-05 15:37:58,India,Mumbai,3672.49,22,659,mobile,paypal,0
United States,New York,40.7128,-74.006,America/New_York,2024-05-25 06:07:58,United States,New York,3832.53,2,2488,mobile,apple_pay,0
United Kingdom,London,51.5074,-0.1278,Europe/London,2024-05-16 10:07:58,United Kingdom,London,4710.3,27,4833,mobile,paypal,0
Japan,Tokyo,35.6895,139.6917,Asia/Tokyo,2024-04-12 19:07:58,Japan,Tokyo,3090.4,3,2330,mobile,credit_card,0
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2025-02-27 12:07:58,South Africa,Johannesburg,328.33,23,2973,web,credit_card,0
South Africa,Johannesburg,-26.2041,28.0473,Africa/Johannesburg,2025-01-28 12:07:58,South Africa,Johannesburg,1446.27,12,1447,web,google_pay,0
